  1 2018-02-09 08:57:53.860204    10.10.1.1 -> 10.10.2.1    TCP 2082→1214 [ACK] Seq=1 Ack=1 Win=17188 Len=6 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  2 2018-02-09 08:57:53.862263    10.10.1.1 -> 10.10.2.1    TCP 47302→80 [ACK] Seq=1394080085 Ack=3266262189 Win=17520[Malformed Packet] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  3 2018-02-09 08:57:53.864122    10.10.1.1 -> 10.10.2.1    TCP 10646→1469 [PSH, ACK] Seq=1 Ack=1 Win=9660 Len=6 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  4 2018-02-09 08:57:53.866114    10.10.1.1 -> 10.10.2.1    TCP [TCP Out-Of-Order] 10646→1469 [ACK] Seq=4294965917 Ack=1 Win=9660 Len=6 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  5 2018-02-09 08:57:53.867852    10.10.1.1 -> 10.10.2.1    TCP [TCP Retransmission] 10646→1469 [ACK] Seq=4294964826 Ack=1 Win=9660 Len=6 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  6 2018-02-09 08:57:53.869679    10.10.1.1 -> 10.10.2.1    TCP 80→2436 [ACK] Seq=1 Ack=1 Win=8460 Len=0 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  7 2018-02-09 08:57:53.869786    10.10.2.1 -> 10.10.1.1    TCP 2436→80 [RST] Seq=1 Win=0 Len=0 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
  8 2018-02-09 08:57:53.871721    10.10.1.1 -> 10.10.2.1    TCP 4945→80 [ACK] Seq=1 Ack=1 Win=8760 Len=0 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  9 2018-02-09 08:57:53.871829    10.10.2.1 -> 10.10.1.1    TCP 80→4945 [RST] Seq=1 Win=0 Len=0 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 10 2018-02-09 08:57:53.873857    10.10.1.1 -> 10.10.2.1    TCP 8266→80 [FIN, ACK] Seq=1003409482 Ack=2273879807 Win=17520[Malformed Packet] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 11 2018-02-09 08:57:53.875701    10.10.1.1 -> 10.10.2.1    TCP 47302→80 [PSH, ACK] Seq=1394080678 Ack=3266262189 Win=17520[Malformed Packet] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 12 2018-02-09 08:57:53.877655    10.10.1.1 -> 10.10.2.1    TCP 5762→80 [SYN] Seq=1851051921 Win=65535 MSS=1460 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 13 2018-02-09 08:57:53.879392    10.10.1.1 -> 10.10.2.1    UDP Source port: 1716  Destination port: 2707 [BAD UDP LENGTH 45 > IP PAYLOAD LENGTH] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 14 2018-02-09 08:57:53.881302    10.10.1.1 -> 10.10.2.1    TCP 1755→35451 [PSH, ACK] Seq=1 Ack=1 Win=16224 Len=6 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 15 2018-02-09 08:57:53.883150    10.10.1.1 -> 10.10.2.1    UDP Source port: 12203  Destination port: 12203 [BAD UDP LENGTH 85 > IP PAYLOAD LENGTH] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 16 2018-02-09 08:57:53.884932    10.10.1.1 -> 10.10.2.1    TCP [TCP Retransmission] 1755→35451 [ACK] Seq=4294965837 Ack=1 Win=16224 Len=6 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 17 2018-02-09 08:57:53.886739    10.10.1.1 -> 10.10.2.1    TCP 48435→2612 [ACK] Seq=2065075984 Ack=2080017247 Win=63712[Malformed Packet] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 18 2018-02-09 08:57:53.888470    10.10.1.1 -> 10.10.2.1    TCP [TCP segment of a reassembled PDU] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 19 2018-02-09 08:57:53.890310    10.10.1.1 -> 10.10.2.1    UDP Source port: 6003  Destination port: 6003 [BAD UDP LENGTH 122 > IP PAYLOAD LENGTH] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 20 2018-02-09 08:57:53.892030    10.10.1.1 -> 10.10.2.1    TCP 60024→80 [ACK] Seq=1 Ack=1 Win=8209 Len=0 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 21 2018-02-09 08:57:53.892135    10.10.2.1 -> 10.10.1.1    TCP 80→60024 [RST] Seq=1 Win=0 Len=0 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 22 2018-02-09 08:57:53.893745    10.10.1.1 -> 10.10.2.1    TCP 62336→80 [ACK] Seq=2889710842 Ack=3566350465 Win=17520[Malformed Packet] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 23 2018-02-09 08:57:53.895625    10.10.1.1 -> 10.10.2.1    TCP 51253→80 [ACK] Seq=1 Ack=1 Win=32120 Len=0 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 24 2018-02-09 08:57:53.895728    10.10.2.1 -> 10.10.1.1    TCP 80→51253 [RST] Seq=1 Win=0 Len=0 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 25 2018-02-09 08:57:53.897410    10.10.1.1 -> 10.10.2.1    TCP 8080→2102 [ACK] Seq=3143204609 Ack=1168230855 Win=17376[Malformed Packet] 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
